dye_raw,eco_class,record_count,avg_pce_percent,max_pce_percent,avg_jsc,avg_voc,avg_ff,example_name,example_smiles,common_semiconductors,common_redox_couples,common_substrates,sources,screening_reasons,example_dois,example_titles
D2(Z),metal_free_candidate_uncertain,1,4.05,4.05,9.2,0.759,0.58,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C2RA22195K,New organic dyes containing E - or Z -trifluoromethyl acrylic acid as the electron acceptors for dye -sensitized solar cell applications: an investigation of the effect of molecular configuration on the power conversion efficiency of the cells  
DTBDT1,metal_free_candidate_uncertain,1,4.05,4.05,8.9,0.65,0.7,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C4RA11873A,"Dithieno[2,3- d ;2′,3′- d ′]benzo[1,2 -b ;4,5 -b ′]dithiophene based organic sensitizers for dye-sensitized solar cells  "
V35,metal_free_candidate_uncertain,35,1.7197,4.04,4.1783,519.821,62.2874,,,TiO2,I3−/I−,glass,rsc,no_heavy_metal_keyword_detected,10.1039/C4CP02774D; 10.1039/C4CS00456F,An organic hydrophilic dye for water-based dye-sensitized solar cells   | Aqueous dye-sensitized solar cells 
PPL-2,metal_free_candidate_uncertain,2,3.935,4.04,7.98,689.5,0.715,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C5RA05349H,"Pyrazino-[2,3- f ][1,10]phenanthroline as a new anchoring group of organic dyes for dye-sensitized solar cells  "
XS6,metal_free_organic_candidate,2,3.665,4.04,8.45,686.5,0.63,,C(CCC(=O)NO)CCNCCCN,,,,elsevier,metal_free_smiles_screen; organic_keyword:cyanoacrylic,10.1016/j.tet.2010.02.095,Synthesis of sensitizers containing donor cascade of triarylamine and dimethylarylamine moieties for dye-sensitized solar cells
"TPCA ( CB , CDCA )",metal_free_candidate_uncertain,1,4.04,4.04,8.44,0.7,0.68,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C2RA01272C,Functionalizing organic dye with cross-linked electrolyte-blocking shell as a new strategy for improving DSSC efficiency  
AP-1,metal_free_organic_candidate,1,4.04,4.04,8.11,693.0,0.719,,C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)CN,TiO2,I−/I3−,,elsevier,metal_free_smiles_screen,10.1016/j.jphotochem.2010.05.017,A new class of organic dyes based on acenaphthopyrazine for dye-sensitized solar cells
1.63 × 10− 6,metal_free_candidate_uncertain,1,4.04,4.04,6.85,0.84,70.13,,,TiO2,,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.matdes.2016.05.007,Photoexcitation of neodymium doped TiO2 for improved performance in dye-sensitized solar cells
Image 15,metal_free_candidate_uncertain,1,4.04,4.04,10.8,0.89,0.42,,,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2017.05.011,"An overview on basics of organic and dye sensitized solar cells, their mechanism and recent improvements"
C10,metal_free_candidate_uncertain,3,4.03,4.03,8.817,0.695,0.68,,,TiO2,I−/I3−,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.crci.2019.08.002; 10.1016/j.dyepig.2016.05.035,"Alkyl chain length dependence of the charge-transfer, recombination and electron diffusion length on the photovoltaic performance in double donor-acceptor-based organic dyes for dye sensitized solar cells | Effect of combination of natural dyes and post-TiCl4 treatment in improving the photovoltaic performance of dye-sensitized solar cells"
YF04,metal_free_candidate_uncertain,1,4.03,4.03,10.24,0.552,,,,,,glass,rsc,no_heavy_metal_keyword_detected,10.1039/C2JM34363K,Structure–property relationship of naphthalene based donor–π–acceptor organic dyes for dye-sensitized solar cells: remarkable improvement of open-circuit photovoltage  
TQ03,metal_free_organic_candidate,1,4.03,4.03,8.16,0.61,0.812,,,TiO2,I−/I3−,,elsevier,organic_keyword:dithien,10.1016/j.dyepig.2017.05.054,Impact of π-conjugation configurations on the photovoltaic performance of the quinoxaline-based organic dyes
JD4,metal_free_candidate_uncertain,2,3.895,4.02,7.77,686.5,0.73,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C2CC17142B,Modulating dye E (S+/ S* ) with efficient heterocyclic nitrogen containing acceptors for DSCs  
ZLD13,metal_free_candidate_uncertain,1,4.02,4.02,7.81,0.769,66.89,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C4TA02335H,Promising alkoxy-wrapped porphyrins with novel push–pull moieties for dye-sensitized solar cells   
LP-4,metal_free_candidate_uncertain,1,4.02,4.02,7.6,720.0,0.73,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.dyepig.2016.12.027,Influence of the additional electron-withdrawing unit in β-functionalized porphyrin sensitizers on the photovoltaic performance of dye-sensitized solar cells
C12,metal_free_organic_candidate,1,4.02,4.02,8.754,0.705,0.68,,CC(C)CCCCCCCCCC/C=C\C(=O)O,,,,elsevier,metal_free_smiles_screen,10.1016/j.dyepig.2016.05.035,"Alkyl chain length dependence of the charge-transfer, recombination and electron diffusion length on the photovoltaic performance in double donor-acceptor-based organic dyes for dye sensitized solar cells"
OKT-1 & SQ2,metal_free_candidate_uncertain,1,4.02,4.02,9.71,0.61,0.68,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solener.2017.01.016,"Dye-sensitized solar cells: Investigation of D-A-π-A organic sensitizers based on [1,2,5]selenadiazolo[3,4-c]pyridine"
JY24,metal_free_candidate_uncertain,1,4.01,4.01,10.5,621.0,0.61,,,TiO2,I−/I3−,,rsc,no_heavy_metal_keyword_detected,10.1039/C5RA26754D,Phenothiazine-functionalized push–pull Zn porphyrin photosensitizers for efficient dye-sensitized solar cells  
TPAF - Iso,metal_free_candidate_uncertain,1,4.01,4.01,10.97,0.53,0.69,,,TiO2,triiodide/iodide,,rsc,no_heavy_metal_keyword_detected,10.1039/C8TA01826J,"Visible and near-infrared organic photosensitizers comprising isoindigo derivatives as chromophores: synthesis, optoelectronic properties and factors limiting their efficiency in dye solar cells  "
BM3,metal_free_candidate_uncertain,1,4.01,4.01,9.45,0.61,69.2,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C4RA12627K,"Simultaneous enhancement of fluorescence and solubility by N-alkylation and functionalization of 2-(2-thienyl)imidazo[4,5- f ][1,10]-phenanthroline with heterocyclic bridges  "
10.1 ( ± 0.2 ),metal_free_candidate_uncertain,1,4.01,4.01,10.1,780.0,51.0,,,,I−/I3−,FTO,rsc,no_heavy_metal_keyword_detected,10.1039/C8NJ05986A,"Cyclohexadienone core 3,6-di- tert -butylcarbazole decorated triazole bridged dendrimers: synthesis, photophysical and electrochemical properties and application as an additive in dye-sensitized solar cells  "
FF -N,metal_free_organic_candidate,1,4.01,4.01,9.21,0.64,0.96,,,TiO2,,FTO,elsevier,organic_keyword:cyanoacrylic,10.1016/j.jphotochem.2011.12.013,Fluorine substituent effect on organic dyes for sensitized solar cells
1PEP,metal_free_candidate_uncertain,1,4.01,4.01,8.23,0.68,0.72,,,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.dyepig.2016.09.035,Anchoring number-performance relationship of zinc-porphyrin sensitizers for dye-sensitized solar cells: A combined experimental and theoretical study
SQ-7,metal_free_candidate_uncertain,1,4.01,4.01,9.6,0.63,0.67,,CCCCCCCCCCCCCCCCCCN1C2=CC=CC(=C2C(C1=CC3=C(C(=CC4=[N+](C5=CC=CC(=C5C4(C)C)C(=O)O)CCCCCCCCCCCCCCCCCC)C3=O)[O-])(C)C)C(=O)O,TiO2,I−/I3−,glass,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solmat.2015.10.033,Combined theoretical and experimental approaches for development of squaraine dyes with small energy barrier for electron injection
Spinach,metal_free_candidate_uncertain,14,1.0938,4.0,3.0621,188.3091,20.216,,,TiO2; ZnO,I−/I3−,FTO; glass,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jallcom.2009.10.057; 10.1016/j.rser.2011.07.148; 10.1016/j.rser.2015.07.052; 10.1016/j.rser.2016.06.045; 10.1016/j.rser.2017.04.075,"15th International Symposium on Metastable, Amorphous and Nanostructured Materials | An overview on the spectrum of sensitizers: The heart of Dye Sensitized Solar Cells | Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers"
6 c,metal_free_candidate_uncertain,4,1.79,4.0,6.0667,408.5925,13.7275,,,TiO2,iodide/triiodide,,elsevier; rsc,no_heavy_metal_keyword_detected,10.1016/j.dyepig.2005.09.004; 10.1016/j.tet.2015.04.089; 10.1039/C3GC42393J; 10.1039/C6RA00738D,"Application of 9-substituted 3,4-perylenedicarboxylic anhydrides as sensitizers for zinc oxide solar cell | Benzothiadiazole-based organic dyes with pyridine anchors for dye-sensitized solar cells: effect of donor on optical properties | Influence of the non-conjugated 5-position substituent of 1,3,5-triaryl-2-pyrazoline-based photosensitizers on the photophysical properties and performance of a dye-sensitized solar cell  "
EDOT-Ph,metal_free_candidate_uncertain,3,2.9667,4.0,6.9,0.6533,0.6267,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C6TA04483B,Convenient synthesis of EDOT-based dyes by CH-activation and their application as dyes in dye-sensitized solar cells  
C8,metal_free_candidate_uncertain,3,4.0,4.0,8.713,0.695,0.68,,,TiO2,I−/I3−,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.crci.2019.08.002; 10.1016/j.dyepig.2016.05.035,"Alkyl chain length dependence of the charge-transfer, recombination and electron diffusion length on the photovoltaic performance in double donor-acceptor-based organic dyes for dye sensitized solar cells | Effect of combination of natural dyes and post-TiCl4 treatment in improving the photovoltaic performance of dye-sensitized solar cells"
TJ101R,metal_free_candidate_uncertain,2,3.6,4.0,6.15,774.0,74.9,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C4RA04407J,Organic D–π–A sensitizer with pyridinium as the acceptor group for dye-sensitized solar cells  
( 7 a ) + CDCA,metal_free_candidate_uncertain,1,4.0,4.0,10.9,0.6,0.61,,,,I3−/I−,,rsc,no_heavy_metal_keyword_detected,10.1039/C3TA15278B,A study of dye anchoring points in half-squarylium dyes for dye-sensitized solar cells  
P-Py,metal_free_candidate_uncertain,1,4.0,4.0,8.62,629.0,0.74,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C3RA41317A,Porphyrins with β-acetylene-bridged functional groups for efficient dye-sensitized solar cells  
ZnEP2,metal_free_candidate_uncertain,1,4.0,4.0,8.2,0.77,0.64,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C3CC44847A,β-(Ethynylbenzoic acid)-substituted push–pull porphyrins : DSSC dyes prepared by a direct palladium -catalyzed alkynylation reaction  
AS1,metal_free_organic_candidate,1,4.0,4.0,6.91,0.77,0.75,,C(C[C@@H](C(=O)O)N)CN=C(N)NC(CC(=O)O)C(=O)O,TiO2,,,rsc,metal_free_smiles_screen,10.1039/C3TA10423K,Fluorine– thiophene -substituted organic dyes for dye sensitized solar cells  
Cy2(75),metal_free_candidate_uncertain,1,4.0,4.0,13.5,470.0,0.47,,,,,FTO,rsc,no_heavy_metal_keyword_detected,10.1039/B712439B,Photovoltaic properties of three new cyanine dyes for dye -sensitized solar cells 
TBTCA,metal_free_candidate_uncertain,1,4.0,4.0,8.4,0.63,76.0,,,TiO2,,glass,rsc,no_heavy_metal_keyword_detected,10.1039/C4TA03098B,Enhanced photovoltaic performance with co-sensitization of quantum dots and an organic dye in dye-sensitized solar cells  
XS8,metal_free_organic_candidate,1,4.0,4.0,9.5,658.0,0.64,,,,,,elsevier,organic_keyword:cyanoacrylic,10.1016/j.tet.2010.02.095,Synthesis of sensitizers containing donor cascade of triarylamine and dimethylarylamine moieties for dye-sensitized solar cells
Spinach(Isolated compounds ),metal_free_candidate_uncertain,1,4.0,4.0,12.5,0.54,0.59,,,,T2/T−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2016.12.087,Performance improvement of modified dye-sensitized solar cells
T201,metal_free_candidate_uncertain,1,4.0,4.0,8.0,828.0,0.61,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solener.2019.05.037,New pyridyl-based dyes for co-sensitization in dye sensitized solar cells
p-CuI,metal_free_candidate_uncertain,1,4.0,4.0,14.41,520.0,53.0,,,ZnO,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solmat.2004.01.036,Special issue dedicated to Prof. Dr. H. Tributsch on the occasion of his 60th birthday
XS13,metal_free_organic_candidate,1,4.0,4.0,9.8,642.0,0.63,,,TiO2,,,elsevier,organic_keyword:cyanoacrylic,10.1016/j.renene.2011.03.003,Renewable Energy: Generation & Application
XS25,metal_free_candidate_uncertain,1,3.99,3.99,8.94,688.0,0.65,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solener.2011.12.005,Synthesis of triarylamines with secondary electron-donating groups for dye-sensitized solar cells
FNE58,metal_free_candidate_uncertain,1,3.99,3.99,9.08,628.0,0.7,,,,I−/I3−,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jpowsour.2014.12.143,9th International Conference on Lead-Acid Batteries – LABAT 2014
PT4,metal_free_candidate_uncertain,2,2.605,3.98,6.69,192.874,0.624,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jpowsour.2013.05.157; 10.1016/j.tet.2014.04.039,"New phenothiazine-based dyes for efficient dye-sensitized solar cells: Positioning effect of a donor group on the cell performance | Synthesis and photovoltaic properties of new [1,2,5]thiadiazolo[3,4-c]pyridine-based organic Broadly absorbing sensitizers for dye-sensitized solar cells"
NQX2,metal_free_candidate_uncertain,1,3.98,3.98,7.6,0.7,0.75,,,TiO2,,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.dyepig.2015.05.019,Synthesis and performance of new quinoxaline-based dyes for dye sensitized solar cell
2.05 × 10− 6,metal_free_candidate_uncertain,1,3.98,3.98,8.89,0.764,0.585,,,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.tsf.2011.12.072,Titanium dioxide thin films prepared by electrolysis from aqueous solution of titanium–lactic acid complex for dye-sensitized solar cells
TT15,metal_free_candidate_uncertain,2,3.96,3.96,9.15,600.0,0.72,,,TiO2,I−/I3−,,rsc,no_heavy_metal_keyword_detected,10.1039/C0EE00368A; 10.1039/C4TA01894J,Advances in phthalocyanine-sensitized solar cells (PcSSCs)  | Increasing the efficiency of zinc- phthalocyanine based solar cells through modification of the anchoring ligand   
SPSQ2,metal_free_candidate_uncertain,2,3.515,3.95,7.093,0.6735,0.734,,,TiO2,,glass,rsc,no_heavy_metal_keyword_detected,10.1039/C5PP00335K; 10.1039/C6CP01669C,Near-infrared squaraine co-sensitizer for high-efficiency dye-sensitized solar cells  | Near-infrared unsymmetrical blue and green squaraine sensitizers  
K5,metal_free_organic_candidate,1,3.95,3.95,10.44,0.66,0.58,,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,TiO2,I−/I3−,,rsc,metal_free_smiles_screen,10.1039/C5TA03807C,"Pyridomethene–BF 2 complex/phenothiazine hybrid sensitizer with high molar extinction coefficient for efficient, sensitized solar cells  "
Cx-P-TPA,metal_free_candidate_uncertain,1,3.95,3.95,10.9,578.0,62.8,,,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.dyepig.2016.08.067,Multichromophoric sensitizers based on calix[4]arene scaffold and 4H-pyranylidene moiety for DSSCs application
BMPA,metal_free_organic_candidate,1,3.94,3.94,10.55,543.0,0.69,,C(CS)C(=O)O,TiO2,,glass,rsc,metal_free_smiles_screen,10.1039/C2CP43165C,Ethynyl-linked push–pull porphyrin hetero-dimers for near-IR dye -sensitized solar cells: photovoltaic performances versus excited-state dynamics  
N-1,metal_free_candidate_uncertain,1,3.94,3.94,7.07,750.0,74.3,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.renene.2014.12.066,Synthesis of π-A-porphyrins and their photoelectric performance for dye-sensitized solar cells
ST2,metal_free_organic_candidate,5,3.61,3.93,7.568,666.424,0.714,,CC(=O)NC1=C(C=C(C=C1O)C(=O)O)N,TiO2,I−/I3−,,elsevier,metal_free_smiles_screen,10.1016/j.dyepig.2018.09.034,"Effect of the thieno[3,4-c]pyrrole-4,6-dione on properties of the cyclic thiourea triphenylamine sensitizers"
APP-II,metal_free_candidate_uncertain,1,3.93,3.93,8.37,631.0,0.73,,,TiO2,I−/I3−,,rsc,no_heavy_metal_keyword_detected,10.1039/C3SC51844B,"New pyrido[3,4- b ]pyrazine-based sensitizers for efficient and stable dye-sensitized solar cells  "
A. Amantacea - Water ( natural ),natural_or_bio_based_candidate,1,3.93,3.93,8.09,0.725,67.8,,,ZnO,,FTO,elsevier,natural_keyword:natural,10.1016/j.optmat.2018.06.011,"Optical, spectral and photovoltaic characterization of natural dyes extracted from leaves of Peltophorum pterocarpum and Acalypha amentacea used as sensitizers for ZnO based dye sensitized solar cells"
SD3,metal_free_candidate_uncertain,2,3.565,3.92,8.165,0.61,0.713,,,,I−/I3−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.dyepig.2009.04.005,Efficient triphenylamine dyes for solar cells: Effects of alkyl-substituents and π-conjugated thiophene unit
TPA,metal_free_organic_candidate,13,2.6283,3.91,6.0025,0.6932,5.6433,,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3,TiO2,,FTO,elsevier; rsc,metal_free_smiles_screen; organic_keyword:cyanoacrylic|triphenylamine; organic_keyword:triphenylamine,10.1016/j.orgel.2015.11.024; 10.1039/C5RA06849E; 10.1039/C5RA23339A; 10.1039/C6CC09178D,Comparative analysis of triarylamine and phenothiazine sensitizer donor units in dye-sensitized solar cells   | Effects of triphenyl phosphate as an inexpensive additive on the photovoltaic performance of dye-sensitized nanocrystalline TiO 2 solar cells  | New efficient tert -butyldiphenyl-4 H -pyranylidene sensitizers for DSSCs  
TPCA ( ACN ),metal_free_candidate_uncertain,1,3.91,3.91,9.54,0.64,0.64,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C2RA01272C,Functionalizing organic dye with cross-linked electrolyte-blocking shell as a new strategy for improving DSSC efficiency  
9P,metal_free_organic_candidate,1,3.91,3.91,10.49,0.57,65.4,,COC(=O)C1=CC=C(C=C1)C2=CC3=C(C=C2)C4=NCCCN4S3,TiO2,,,rsc,metal_free_smiles_screen,10.1039/C5RA23339A,New efficient tert -butyldiphenyl-4 H -pyranylidene sensitizers for DSSCs  
2(PTZCA),metal_free_candidate_uncertain,1,3.91,3.91,10.32,0.628,60.22,,,,I−/I3−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.dyepig.2013.08.005,Enhancement of photovoltaic performance in dye-sensitized solar cells fabricated with dendritic photosensitizer containing site-isolated chromophores
( 10 ) + CDCA,metal_free_candidate_uncertain,2,3.4,3.9,7.57,0.655,0.685,,,,I3−/I−,,rsc,no_heavy_metal_keyword_detected,10.1039/C3TA15278B; 10.1039/C4TA06896C,A study of dye anchoring points in half-squarylium dyes for dye-sensitized solar cells   | Multiple linker half-squarylium dyes for dye-sensitized solar cells; are two linkers better than one?  
D35 ( T ),metal_free_candidate_uncertain,1,3.9,3.9,8.9,675.0,0.64,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C8CP03065K,Iodine binding with thiophene and furan based dyes for DSCs  
CPDT-3,metal_free_candidate_uncertain,1,3.9,3.9,10.9,730.0,0.47,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C8TC03542C,The researcher's guide to solid-state dye-sensitized solar cells 
FNE61,metal_free_candidate_uncertain,1,3.9,3.9,9.23,620.0,68.0,,,TiO2,I−/I3−,,rsc,no_heavy_metal_keyword_detected,10.1039/C5TA01025J,Enhanced performance of quasi-solid-state dye-sensitized solar cells by tuning the building blocks in D–(π)–A′–π–A featured organic dyes 
0 : 0 : 1,metal_free_candidate_uncertain,1,3.9,3.9,11.6,492.0,0.54,,,,,glass,rsc,no_heavy_metal_keyword_detected,10.1039/B502725J,Highly efficient co-sensitization of nanocrystalline TiO 2 electrodes with plural organic dyes  
TBTCA – CdSe545,metal_free_candidate_uncertain,1,3.9,3.9,8.3,0.64,74.0,,,TiO2,,glass,rsc,no_heavy_metal_keyword_detected,10.1039/C4TA03098B,Enhanced photovoltaic performance with co-sensitization of quantum dots and an organic dye in dye-sensitized solar cells  
INPDT,metal_free_candidate_uncertain,1,3.9,3.9,9.26,0.63,66.0,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C6RA04915J,New sensitizers containing amide moieties as electron-accepting and anchoring groups for dye-sensitized solar cells  
POZ,metal_free_organic_candidate,1,3.9,3.9,6.81,0.743,62.0,,C1=CC=C2C(=C1)NC3=CC=CC=C3O2,TiO2,,FTO,elsevier,metal_free_smiles_screen,10.1016/j.orgel.2018.02.022,"Effective photo-harvesting by dye sensitized solar cell based on dihydrothieno [3,4-b][1,4] dioxine bridge based metal free organic dye"
VG12 ( 0.2 mM ) / without Cheno,metal_free_candidate_uncertain,1,3.9,3.9,9.3,0.69,60.0,,,,,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.orgel.2015.06.009,Study of an indoline–phenothiazine based organic dye for Dye-Sensitized Solar Cells. Theoretical calculations and experimental data
P2C,metal_free_candidate_uncertain,1,3.9,3.9,8.0,750.0,0.55,,,TiO2,I−/I3−,glass,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solener.2015.12.047,Impact of anchoring groups for improving the binding nature of organic dyes toward high efficient dye sensitized solar cells
DPP - III,metal_free_organic_candidate,3,3.5033,3.89,9.6133,189.3673,0.6567,,,TiO2,,,elsevier,organic_keyword:dpp,10.1016/j.dyepig.2011.09.009,New diketo-pyrrolo-pyrrole (DPP) sensitizer containing a furan moiety for efficient and stable dye-sensitized solar cells
4.71 × 10 − 4,metal_free_candidate_uncertain,1,3.89,3.89,11.2,0.703,,,,TiO2,iodide/triiodide,,rsc,no_heavy_metal_keyword_detected,10.1039/C4TA01750A,Structural design of ruthenium sensitizer compatible with cobalt electrolyte for a dye-sensitized solar cell  
P159,metal_free_candidate_uncertain,1,3.89,3.89,9.01,687.0,0.628,,,TiO2,I−/I3−,,rsc,no_heavy_metal_keyword_detected,10.1039/C2CC30677H,Porphyrins for dye -sensitised solar cells: new insights into efficiency-determining electron transfer steps  
D+2,metal_free_candidate_uncertain,1,3.89,3.89,9.09,585.0,73.0,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C1CC16066D,Supramolecular light harvesting antennas to enhance absorption cross-section in dye -sensitized solar cells   
TH-1F,metal_free_candidate_uncertain,1,3.89,3.89,10.2,0.62,60.0,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.dyepig.2019.107984,Porphyrin sensitizers involving a fluorine-substituted benzothiadiazole as auxiliary acceptor and thiophene as π bridge for use in dye-sensitized solar cells (DSSCs)
MXD1,metal_free_candidate_uncertain,1,3.89,3.89,8.1,740.0,0.65,,,,I−/I3−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jpowsour.2010.08.055,Efficient dye-sensitized solar cells with triarylamine organic dyes featuring functionalized-truxene unit
SC - NPyT3,metal_free_candidate_uncertain,2,3.69,3.87,9.57,0.575,0.67,,,TiO2,,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.orgel.2013.11.031,"Synthesis, optical and electrochemical properties of pyridal[2,1,3]thiadiazole based organic dyes for dye sensitized solar cells"
D-SS,metal_free_candidate_uncertain,1,3.87,3.87,10.64,0.52,0.7,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/B603706B,Novel organic dyes for efficient dye -sensitized solar cells  
INCA 3,metal_free_candidate_uncertain,1,3.87,3.87,9.93,0.57,68.0,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.cclet.2016.04.010,Effect of dihedral angle of bridge unit on the performance of dye-sensitized solar cell
JK-28,metal_free_candidate_uncertain,1,3.87,3.87,7.85,0.69,0.71,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.tet.2006.12.082,Molecular engineering of organic dyes containing N-aryl carbazole moiety for solar cell
MC112,metal_free_candidate_uncertain,1,3.86,3.86,7.16,701.0,0.77,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C3DT53272K,Engineering of Ru( ii ) dyes for interfacial and light-harvesting optimization  
1Z,metal_free_candidate_uncertain,1,3.86,3.86,9.93,0.62,0.63,,,TiO2,,FTO,rsc,no_heavy_metal_keyword_detected,10.1039/C1JM11623A,Geometrical effect of stilbene on the performance of organic dye -sensitized solar cells  
Dithizone,metal_free_organic_candidate,5,2.008,3.85,5.154,0.8682,0.442,,C1=CC=C(C=C1)NNC(=S)N=NC2=CC=CC=C2,Co doped TiO2; Fe doped TiO2; Ni doped TiO2; Undoped TiO2; Zn doped TiO2,,,elsevier,metal_free_smiles_screen,10.1016/j.solener.2018.03.064,The effects of metal doped TiO2 and dithizone-metal complexes on DSSCs performance
BDCTBT,metal_free_candidate_uncertain,1,3.85,3.85,11.2,1.04,0.33,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C2CC35754B,D–π–A–π–D type benzothiadiazole – triphenylamine based small molecules containing cyano on the π-bridge for solution-processed organic solar cells with high open-circuit voltage  
6.2 ± 0.2,metal_free_candidate_uncertain,1,3.85,3.85,7.47,0.77,,,,,I−/I3−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.cplett.2013.04.046,Gd-doped BiFeO3 nanoparticles – A novel material for highly efficient dye-sensitized solar cells
SH-12,metal_free_organic_candidate,1,3.85,3.85,9.89,578.5,67.29,,,,,,elsevier,organic_keyword:cyanoacrylic,10.1016/j.dyepig.2014.09.014,"The effect of the number, position, and shape of methoxy groups in triphenylamine donors on the performance of dye-sensitized solar cells"
Fe - Quercetin,metal_free_candidate_uncertain,2,3.84,3.84,8.48,0.81,28.28,,,TiO2,I−/I3−,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jphotochem.2017.07.006,The effect of iron complexes of quercetin on dye-sensitized solar cell efficiency
Y2,metal_free_organic_candidate,1,3.84,3.84,8.42,0.657,0.694,,,TiO2,,,rsc,organic_keyword:cyanoacrylic,10.1039/C4TA05350H,"Effects of various π-conjugated spacers in thiadiazole[3,4- c ]pyridine-cored panchromatic organic dyes for dye-sensitized solar cells  "
