query,year,title,doi,journal,publisher,first_author,issn,eissn,keywords,fulltext_url,pdf_url,abstract,doaj_id
DSSC metal-free organic dye,2021,Electronic and optical properties’ tuning of phenoxazine-based D-A2-π-A1 organic dyes for dye-sensitized solar cells. DFT/TDDFT investigations,10.1016/j.heliyon.2021.e06827,Heliyon,Elsevier,Samson Olusegun Afolabi,2405-8440,,DFT; Phenoxazine; Donor subunit; Bathochromic shift; Voc,http://www.sciencedirect.com/science/article/pii/S2405844021009300,,"Modulation of molecular features of metal free organic dyes is important to present sensitizers with competing electronic and optical properties for dye sensitized solar cells (DSSCs). The D-A2-π-A1 molecular design based on phenothiazine skeleton (D) connected with benzothiadiazole (A2) linked with furan π-spacer and acceptor unit of cynoacrylic acid (A1) were fabricated and examined theoretically for possible use as DSSCs. Density functional theory (DFT) and time dependent density functional theory TDDFT were used to study the effect of additional donors on the photophysical properties of the dyes. Eight (8) different donor subunits were introduced at C7 of phenoxazine based dye skeleton to extend the π-conjugation, lower HOMO-LUMO gap (Eg) and improve photo-current efficiency of the dye sensitizer. All the dye sensitizers (except P3 and P4) exhibited capability of injecting electrons into the conduction band of the semiconductor (TiO2) and regenerated via redox potential (I−/I3-) electrode. Attachment of 2-hexylthiophene (P2) remarkably lowered the Eg, extended π-electron delocalization, hence, gives higher absorption wavelength (λmax) at 752 nm. The donor subunit containing 2-hexylthiophene (P2) presented the best chemical hardness, open circuit voltage (Voc), and other comparable electronic properties, making P2 the best DSSC candidate amongst the optimized dyes. The reported dyes would be interesting for further experimental research.",15ac3e9e47c34204965c689f64e0cf5c
dye sensitized solar cell,2021,Electrical and Electrochemical Properties of Sandwich- and Monolithic-Structured Dye-Sensitized Solar Cells with Various Counter Electrode Materials,10.20964/2021.09.16,International Journal of Electrochemical Science,Elsevier,Ellyse Oktaviani,,1452-3981,counter electrode; dye-sensitized solar cell; electrical and electrochemical properties; monolithic; sandwich,http://www.sciencedirect.com/science/article/pii/S1452398123032455,,"A counter electrode is one of the crucial components in dye-sensitized solar cell (DSSC), where platinum, carbon composite, and poly(3,4-dioxythiophene)-poly(styrene sulfonate) or PEDOT:PSS are among the most widely used materials. In terms of configuration, DSSC is typically constructed in two ways: sandwich and monolithic. However, the DSSC performance associated with the selection of both counter electrodes and configuration has received little attention to date. This study aims to study the effect of counter electrode materials on DSSC performance by analyzing their electrical and electrochemical properties from their configuration standpoint. First, the physical properties of the counter electrodes materials were analyzed using scanning electron microscopy (SEM), followed by four-point probes, electrochemical impedance spectroscopy (EIS), incident photon-to-current conversion efficiency (IPCE), and current density-voltage (J-V) characterization. Among all variations, our results show that the sandwich-type DSSC with PEDOT: PSS counter electrode generated the best performance with a power conversion efficiency of 5.40%, which was primarily attributed to the high conductivity (3210 S/cm) and low charge transfer resistance (RCE 53 Ω). It was also found that the electron transfer pathways that are determined by the cell configuration also had a significant impact on the cell performance.",076ac5c2b24943659947339b673059a5
DSSC natural dye,2021,Efficiency   enhancement   of   Dye-Sensitized   Solar   Cells   using Gel Polymer Electrolytes,10.4108/eai.19-2-2021.168726,EAI Endorsed Transactions on Energy Web,European Alliance for Innovation (EAI),S.A. Abrol,2032-944X,,dye-sensitized solar cell (dssc); onion peel dye sensitizer; pmma; triiodide; liquid electrolyte; gel polymer electrolytes; efficiency,https://eudl.eu/pdf/10.4108/eai.19-2-2021.168726,,"Sustainable  development  is  the  prime  criterion  for  the  conservation  of  natural  resources  and  to  keep  an  environmental  balance between conserving natural resources such as coal, gas and oil, which are non-renewable sources of energy, it is necessary to introduce renewable sources of energy such as solar, tidal, wind and geothermal. Solar energy has shown great potential in the last two decades due to Sunlight readily available source. Different photovoltaics like organic and inorganic are developed in the previous several years for power generation in various applications. At present silicon-based solar cells are commercialized as they have shown good conversion efficiency compared to other solar cells and good stability in terms of  life.  However,  the  high  price  and  complex  fabrication  process  limit  its  application.  For  these  reasons,  researchers  are  looking  forward  to  organic  photovoltaic  cells  out  of  which  dye-sensitized  solar  cell  shows  good  efficiency,  low  cost  of  fabrication, and easy process of construction. In this paper, the cost-effective and easy fabrication process is used to fabricate four   types   of   Dye-sensitized   solar   cell   Dye-sensitized   solar   cell   (DSSC) using   onion   peel   dye   sensitizer,   polymethylmethacrylate  (PMMA),  and  triiodide-based  gel  polymer  electrolyte  (GPE).  All  four  Dye-sensitized  solar  cell  (DSSC)  have a different ratio of PMMA gel and Triiodide as liquid Electrolyte (LE). Out of these four fabricated DSSC&apos;s, the DSSC which has 80:20 liquid and gel solution provided the highest efficiency of range 11.32%. All the dye-sensitized solar cells are tested under the solar luminance of 37.288 mW/cm2. A maximum open-circuit photovoltage of 0.386 V with a fill factor of 0.439 made it the best proto-model to be used for practical applications.",68a245a0c9114d7bb46a3a9f67d39969
DSSC natural dye,2021,Effect of Hokianti Mikro (Carmona Retusa) Leaves Extract Concentration on Dye Sensitized Solar Cell (DSSC),10.24843/BF.2023.v24.i01.p09,Buletin Fisika,Universitas Udayana,Kadek Ayu Rahmanuca Sabathiningsih,1411-4690,2580-9733,,https://ojs.unud.ac.id/index.php/buletinfisika/article/view/77681,,"The research on DSSC fabrication has been carried out using Hokianti micro leaf (carmona retusa) as an anthocyanin-based natural dye. DSSC is made using a TiO2 semiconductor coated on indium tin oxide (ITO) conductive glass with variations in the concentration of Hokianti micro leaf dye of 60, 75 and 90 mg/mL and variations in the color of the irradiation lamp on the DSSC, namely red, orange, green, blue and white. In this study, the results of characterization by FTIR spectrophotometer showed that the sample contained an aromatic ring functional group that acted as anthocyanin. Analysis with SEM showed that the surface morphology of the sample contained piles of grains with clear boundaries so that the grain diameter size could be obtained was approximately (54.13±0.62) µm. Characterization of sample dye using UV-Vis spectrophotometer at three concentrations of 60, 75 and 90 mg/mL absorbs light in the UV region, namely in the wavelength range of 200-400 nm with absorbance values of 0.4271, 0.4275 and 0.5449. The maximum absorbance value occurs at a concentration of 90 mg/mL, which is 0.5449. The results of characterization I-V showed that variations in the sample dye concentration of 60, 75 and 90 mg/mL affected the efficiency of DSSC with the highest efficiency values in red, orange, green, blue and white light colors, respectively 0.272%, 1.008%, 1.536%, 1.632% and 2.080%. The maximum efficiency value occurs at a concentration of 90 mg/mL illuminated by white light of 2.080%.",49a8df170c9e4c3aace83ca9fe1d229e
dye sensitized solar cell,2021,Dye-Sensitized Solar Cell performance measurement analysis using Arduino Board,10.1051/e3sconf/202132807005,E3S Web of Conferences,EDP Sciences,Hariyanto Hariyanto,,2267-1242,dssc; exergy; power; efficiency; arduino,,https://www.e3s-conferences.org/articles/e3sconf/pdf/2021/104/e3sconf_icstunkhair2021_07005.pdf,"Dye-Sensitized Solar Cell is a type of solar cell that is being developed by researchers around the world. The purpose of this research is to analyse the performance measurement of DSSC using Arduino Nano. The DSSC used as the sample is the result of fabrication with the pipette method and red fruit colouring material. The data measurement method is carried out in real-time using Arduino nano devices and sensors that have been assembled. The measurement results are presented in the form of graphs and tables, while the parameters measured include intensity, current, and voltage. While power is the current and voltage values, efficiency is the ratio between the input and output values. The value of the test results shows the maximum voltage value is 0.020 V, the current is 1.800 A, power is 0.036 W/m2, and efficiency is 0.007%.",24ac0fa43d4045a7967a36f9622d1c96
dye sensitized solar cell,2021,Computational Chemical Study of  Pigment of Mangosteen (Garcinia mangostana) Rind Extract as  Dye Compound in Dye-Sensitized Solar Cell (DSSC),10.14421/biomedich.2021.101.41-46,"Biology, Medicine & Natural Product Chemistry",State Islamic University Sunan Kalijaga,Didik Krisdiyanto,2089-6514,,α-mangostin; β-mangostin; energy homo-lumo; dft; td-dft; mangosteen rind; dye-sensitized solar cell,http://sciencebiology.org/index.php/BIOMEDICH/article/view/146,,"The electronic transition processes of α-mangostin and β-mangostin as dye compounds in DSSC and their ability to transfer electrons to semiconductors have been studied in theory. The research was carried out computationally using the NwChem application. The methods used are Density Functional Theory (DFT) for structure optimization and Time-Dependent DFT (TD-DFT) for electronic transitions. The results showed that the energy of HOMO β-mangostin was lower that it was more stable or easier to form bonds with semiconductors. Likewise, its LUMO energy is lower than α-mangostin that it is easier to inject electrons into the semiconductor. The energy difference of HOMO-LUMO β-mangostin is smaller than α-mangostin. This shows that β-mangostin is more easily excited or more efficient in exciting solar energy to convert it into electricity. This is consistent with the molecular spectra where λmaxβ-mangostin is at a higher wavelength. Orbital analysis shows electron injection of α-mangostin and β-mangostin into the semiconductor via double O atoms in each molecule. The injection is influenced by the bond length, where the bond length of α-mangostin to TiO2 is smaller than that of β-mangostin to TiO2.",0d6d276f6f3d4bd7961ef752f0b7b400
DSSC natural dye,2021,Characterizations of Galena as Potential Photosensitizer in a Natural Dye-Sensitized Solar Cell,10.46481/jnsps.2021.184,Journal of Nigerian Society of Physical Sciences,Nigerian Society of Physical Sciences,Ibukun Akinsola,2714-2817,2714-4704,"Galena, Mineral, Dyes, Photosensitizers",https://journal.nsps.org.ng/index.php/jnsps/article/view/184,,"Dye is one of the principal parts for high power conversion efficiency in a Dye-Sensitized Solar Cell. Conspicuous developments have taken place via the work of several researchers in the engineering of novel dye structures so as to enhance the performance of the system. The properties of a natural mineral dye were studied in this work. The structure of the dye was determined and discovered to have contains constituents that could enhance better absorption of solar radiation for use in a Dye-Sensitized Solar Cell (DSSC). The Lead sulphide and iron content of the mineral dye studied as revealed by the X-Ray diffraction analysis done suggest this. The X-Ray Fluorescence (XRF) done revealed that the concentration of Lead and Iron (Fe) is high as compared to other elements present in the material, probably as a result of the fact that it is a geological sample (of the earth) and which may even suggest its colour and hence makes it absorbs solar radiation of visible region at its wavelength (around 380 nm – 800 nm).  The functional groups present in the dye as obtained from the Fourier transform infrared spectroscopy are the Amine, Carbonyl, and hydroxyl groups, all of which confirm the suitability of the dye material in photosensitizing a semiconductor in a DSSC. The absorption spectra of the dye within the visible region of electromagnetic radiation show that the material has high, increased, and stable absorption of visible light which is suggesting a more durable natural dye for a DSSC than the easily degraded natural dyes of plants source.",52cfd50020f44e2da29f73ffb113ab09
dye sensitized solar cell,2021,Building and Testing a Spin Coater for the Deposition of Thin Films on DSSCs,10.1590/1980-5373-mr-2020-0214,Materials Research,Associação Brasileira de Metalurgia e Materiais (ABM); Associação Brasileira de Cerâmica (ABC); Associação Brasileira de Polímeros (ABPol),Edwalder Silva Teixeira,1516-1439,,Spin coater; spin coating; DSSCs; thin film; TiO2,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392020000600220&tlng=en,http://www.scielo.br/pdf/mr/v23n6/1516-1439-mr-23-6-e20200214.pdf,"Abstract A low cost spin coater was constructed in this work for the deposition of thin films of titanium dioxide (TiO2) on conductive substrate of FTO (fluoride doped tin oxide) with application on dye sensitized solar cells. The results showed a 95% precision between the speed values obtained by the software of C#sharp language and the spin values observed directly on the device. The TiO2 films deposited through the spin coater with different angular speeds were characterized by UV-Vis optical spectrum, scanning electron microscopy (SEM), atomic force microscopy (AFM) and electrical measurements on an active area of 0.25 cm2. The DSSCs assembled with the TiO2 films of double layer deposited by the spin coater had an efficiency value of 12.74%, while the cell with a single layer presented 4.05% efficiency. Therefore, it is concluded that the spin coater assembled in this study at low costs successfully can produce TiO2 electrodes for DSSCs.",1889605678e64f85844bb5ad143dbdb1
dye sensitized solar cell,2021,Biotemplated Synthesis of Titanium Oxide Nanoparticles in the Presence of Root Extract of Kniphofia schemperi and Its Application for Dye Sensitized Solar Cells,10.1155/2021/6648325,International Journal of Photoenergy,Wiley,Eneyew Tilahun Bekele,1110-662X,1687-529X,,http://dx.doi.org/10.1155/2021/6648325,,"Metal oxide nanoparticles prepared by biological route using green plant parts as a template are eco-friendly as well as yield good results than the conventional methods. This present study focusses on biosynthesis and characterization of TiO2 NPs using root extract of Kniphofia schemperi for dye-sensitized solar cells. TiO2 NPs were synthesized using 0.25 M titanium tetra butoxide in the presence of root extract of Kniphofia schemperi with the volume ratios. The analysis result revealed that the synthesized TiO2 NPs were thermally stable above 500°C and have spherical morphology, with the average crystalline size of 11.7, 8.3, and 8.6 nm, and band gap energy of 3.35 eV, 3.33 eV, and 3.36 eV, respectively, for the TiO2 NPs prepared at the volume ratios of 2 : 3, 1 : 1, and 3 : 2. Biosynthesized TiO2 NPs were used as photoanode in dye-sensitized solar cells (a device used for converting absorbed light into electricity). Solar cell devices were fabricated using roots of Kniphofia schemperi sensitizer in the presence of TiO2 NPs biosynthesized within (2 : 3, 1 : 1, and 3 : 2) volume ratio, which showed power conversion efficiency of 0.039%, 0.117%, and 1.3%. Incident photon to current conversion efficiency (IPCE) analysis using TiO2 (2 : 3, 1 : 1, and 3 : 2) photoelectrodes showed 6.64%, 2.66%, and 18%. Among the biosynthesized TiO2 different volume ratios, TiO2 (3 : 2) NPs showed relatively maximum solar cell efficiency and IPCE value due to its uniform spherical shape that enables to absorb large dye molecules on its surface, and this intern improves device efficiency.",07b338407ab34c3da9fc2c1f9a830336
dye sensitized solar cell,2021,A Review of Bacteriochlorophyllides: Chemical Structures and Applications,10.3390/molecules26051293,Molecules,MDPI AG,Chih-Hui Yang,,1420-3049,bacteriochlorophyllides; bacterochlorophylls; photosensitizers; immunosensors; dye-sensitized solar cell,https://www.mdpi.com/1420-3049/26/5/1293,,"Generally, bacteriochlorophyllides were responsible for the photosynthesis in bacteria. Seven types of bacteriochlorophyllides have been disclosed. Bacteriochlorophyllides <i>a</i>/<i>b</i>/<i>g</i> could be synthesized from divinyl chlorophyllide <i>a</i>. The other bacteriochlorophyllides <i>c</i>/<i>d</i>/<i>e</i>/<i>f</i> could be synthesized from chlorophyllide <i>a</i>. The chemical structure and synthetic route of bacteriochlorophyllides were summarized in this review. Furthermore, the potential applications of bacteriochlorophyllides in photosensitizers, immunosensors, influence on bacteriochlorophyll aggregation, dye-sensitized solar cell, heme synthesis and for light energy harvesting simulation were discussed.",219e99b28923411082208c6e0d0f3f6a
dye sensitized solar cell,2021,A Di-Carbazole-Based Dye as a Potential Sensitizer for Greenhouse-Integrated Dye-Sensitized Solar Cells,10.3390/en14041159,Energies,MDPI AG,Dimitris A. Chalkias,,1996-1073,dye-sensitized solar cell; di-carbazole; iodine-free electrolyte; spectral engineering; greenhouse,https://www.mdpi.com/1996-1073/14/4/1159,,"For the first time in dye-sensitized solar cell (DSSC) technology, a di-carbazole-based dye was synthesized and evaluated for its usage as a potential sensitizer for the development of wavelength selective semi-transparent DSSCs for greenhouses-oriented applications. The dye was designed to demonstrate a blue light absorption, allowing a high transmittance in the red region of the visible light, even after its adsorption on the anode semiconductor, which is the most important one for the photosynthetic action of the plants. The application of the new dye to DSSCs was examined using either a high-performance iodide-based electrolyte or a highly transparent iodine-free electrolyte to determine a good balance between electric power generation and device transparency. The spectral engineered DSSCs demonstrated quite promising characteristics, providing a high external quantum efficiency (higher than 70%) in the whole blue–green region of the visible light, while allowing high transparency (up to 55%) in the red region, where the second peak in the absorbance spectrum of chlorophyll is located. Finally, the derived results were discussed under the consideration of important metrics for this niche application, including the transparency of the solar cells in the region of photosynthetic active radiation and the attained crop growth factor. The present work constitutes one of the few comprehensive studies carried out up to now in the direction of the development of 3rd generation “agrivoltaics” for their possible integration as cladding materials in energy-autonomous greenhouses.",11458180a158414f9046cdde4f205fc5
DSSC metal-free organic dye,2021,"5,6,7-Trimethoxy-2-(Methylthio)Quinoline with Different Anchoring Groups: Synthesis And Dye-Sensitized Solar Cell Applications",10.16984/saufenbilder.790573,Sakarya Üniversitesi Fen Bilimleri Enstitüsü Dergisi,Sakarya University,Barış Seçkin Arslan,,2147-835X,dye-sensitized solar cells; metal free dyes; quinoline; thiomethyl group,https://dergipark.org.tr/tr/download/article-file/1274399,,"Two new metal-free organic dyes in D-π-A structure, containing a quinoline π-bridge and malononitrile (4a) and cyanoacrylic acid (4b) as acceptors, were synthesized for the first time to apply dye-sensitized solar cell (DSSC). The structures of these compounds were elucidated by FT-IR, 1H NMR, 13C NMR techniques. The photophysical and photovoltaic properties of the obtained compounds were investigated and compared by current density–voltage (J–V) graphs. Compound 4b containing cyanoacrylic acid as an acceptor reached an open–circuit voltage (Voc) of 0.645 V, short–circuit current density (Jsc) of 6.66 mA cm-2 and fill factor (FF) of 0.70 in the presence of chenodeoxycholic acid (CDCA), showing a power conversion efficiency (PCE) of 3.01%. It is also observed that the incorporation of thiomethyl group to the structure instead of methoxy group increases the PCE.",500a21b23d56448c94a012783b294fe6
DSSC natural dye,2020,Zwitterion Effect of Cow Brain Protein towards Efficiency Improvement of Dye-Sensitized Solar Cell (DSSC),10.1155/2020/7910702,The Scientific World Journal,Wiley,Denny Widhiyanuriyawan,2356-6140,1537-744X,,http://dx.doi.org/10.1155/2020/7910702,,"Dye-Sensitized Solar Cell (DSSC) constitutes a solar cell using natural dyes from plants that are adsorbed in semiconductors to convert solar energy into electrical energy. DSSC has relatively inexpensive fabrication costs, is easy to produce, works in visible light, and is environmentally friendly. The disadvantage of DSSC is that its efficiency is still low compared to silicon solar cells. This low efficiency is due to obstacles in the flow of electric current on DSSC. In this study, DSSC has been successfully fabricated with the deposition of clathrin protein from cow brain. The zwitterions effect of protein on cow brain is able to reduce resistance and increase electric current on DSSC. The zwitterions effect of cow brain protein that fills gaps or empty spaces between TiO2 particles generates acidic reactions (capturing electrons) and bases (releasing electrons); hence, proteins in the cow brain are able to function as electron bridges between TiO2 molecules and generate an increase in electric current in DSSC. The method used in this research was to deposit clathrin protein from cow brain in a porous TiO2 semiconductor with a concentration of 0%, 25%, 50%, and 75%. Tests carried out on DSSC that have been performed were X-Ray Diffractometer (XRD) testing to determine the crystal structure formed, Fourier Transform Infrared Spectroscopy (FTIR) testing to determine the functional groups formed on DSSC, Scanning Electron Microscopy (SEM) testing to determine the surface morphological characteristics of the DSSC layer, and testing the efficiency using AM 1.5 G solar simulator (1000 W/m2) to determine the efficiency changes that occur in DSSC. From the XRD test results by increasing the concentration of cow brain protein in DSSC, the structure of amino acid crystals also increased and the crystal size increased with the largest crystal size of 42.25 nm at the addition of 75% of cow brain protein. FTIR test results show that the addition of cow brain protein will form functional protein-forming amino groups on DSSC. FTIR analysis shows the sharp absorption of energy by protein functional groups in the FTIR spectrum with increasing concentration of cow brain protein in DSSC. The SEM test results show that the concentration of additional molecules of protein deposited into TiO2 increases and the cavity or pore between the TiO2 molecules decreases. The reduction of cavities in the layers indicates that protein molecules fill cavities that exist between TiO2 molecules. From the results of testing using AM 1.5 G solar simulator (1000 W/m2), the highest efficiency value is 1.465% with the addition of 75% brain protein concentration.",97e5025767dc4ebf95badc7e8696975f
dye sensitized solar cell,2020,Zinc oxide-based dye-sensitized solar cells using natural and synthetic sensitizers,10.1016/j.crgsc.2020.100043,Current Research in Green and Sustainable Chemistry,Elsevier,Amarachukwu N. Ossai,2666-0865,,Zinc oxide; Bitter leaf; DSSCs; Mineral dye; Plant dye; Eosin y,http://www.sciencedirect.com/science/article/pii/S2666086520300461,,"Dye-sensitized solar cell is one of the generations of solar cells that generate clean energy and needs inexpensive equipment for fabrication.We report the performances of the natural dye based-solar cells compared with synthetic dye-based solar cells. Zinc oxide (ZnO) is synthesized by the green synthesis technique. The structural property of the ZnO film shows good behavior with preferred (101) orientation. The lattice parameters, a and c, calculated from the X-ray diffraction (XRD) peak of (101) are 2.9214 ​Å and 5.3600 ​Å, respectively. The crystallite size, induced strain and dislocation density of the film are 24.58 ​nm, 4.708×10−3 and 1.655×10−3(nm)−2, respectively. The absorption spectra of the dyes were measured using a UV–Vis spectrophotometer, and the dyes showed high average absorption values of 0.2872, 1.6585, and 0.5886 for beetroot, Eosin y, and yombotumtum, respectively. The current-voltage (I–V) measurement of the cells showed that beetroot, yombotumtum and Eosin y dyes based solar cells have power conversion efficiencies (PCEs) of 0.75%, 1.17%, and 2.65%, respectively. This shows that the black mineral dye that is easily available, and eco-friendly serves as active material in dye-sensitized solar cells (DSSCs).",094e1a3dcafa46fdbfc22bd52b04c3e1
DSSC natural dye,2020,Variation of Indigofera tinctoria’s Immersion Time on Dye Solution and its effect on DSSC efficiency,10.13057/ijap.v10i01.21902,Indonesian Journal of Applied Physics,Sebelas Maret University,Fahru Nurosyid,2089-0133,2477-6416,"dssc, indigofera tinctoria",https://jurnal.uns.ac.id/ijap/article/view/21902,,"The utilization of Indigo tinctoria as a DSSC sensitizer has been done to study the effect of I. tinctoria’s immersion time on DSSC efficiency. One of the most essential components in DSSC is a sensitizer or dye. In this work, the dye has been used in DSSC is the natural indigo dye from I. tinctoria leaves. The extraction was done by dissolving 50 grams of I. tinctoria leaves in 500 mililiters aquades and soaking in various time: 12, 24, 36, and 48 hours. The optical properties of dye solution was characterized by UV-Vis spectrophotometer and the current-voltage of DSSC was characterized by Keithley I-V Meter. The highest absorbance is 2.7 of 48h dye solution, but the best efficiency of DSSC is 5.39 x 10-3 % that owned 24 h cell.",d99b22cd84fe4d858d62212fe653bc94
green dye sensitized solar cell,2020,Thermal analysis of a portable DSSC mini greenhouse for botanical drugs cultivation,10.1016/j.egyr.2019.12.025,Energy Reports,Elsevier,L. Lu,2352-4847,,Mini greenhouse; Shading mechanism; DSSC; Botanical drugs; Thermal analysis,http://www.sciencedirect.com/science/article/pii/S2352484719311102,,"Photovoltaic farms in Malaysia are being developed tremendously as a form of supporting fossil fuel setbacks in Malaysia power generation. An important parameter of the PV installation is the power (Watts) accumulated over sunlight retrieval. Considerable losses may arise from the conversion, where the efficiency is typically 15% to 23%, with the remainder becoming losses in the form of accumulated heat under the PV array or panel installations. PV heat dissipation is dependent on solar radiation, air convection and PV cell conduction. Dye Sensitized Solar Cell (DSSC) has been applied as a greenhouse shading element, having the ability of enabling specified spectrum of light color penetration during electric accumulation. Furthermore, only light of wavelength between 400 and 700 nm (PAR) is absorbed by the greenhouse plants which is essential for their growth and photosynthesis. A Portable DSSC Mini Greenhouse (PDMG) can provide simple, effective and suitable light source for botanical drugs. Light which is associated with increasing temperature and heat is critical to be measured. A measurement of average heat gain flowing into a building through building envelope (OTTV- Overall Thermal Transfer Value) is a well-known method adopted in green building design. In this paper, the OTTV approach is applied to calculate heat transfer properties, from outdoor surroundings to the PDMG structure, giving justification of the PDMG thermal conditions.",2ae749299e04421b9452f4481a5cc531
dye sensitized solar cell,2020,Sustainable Organic Dyes from Winemaking Lees for Photoelectrochemical Dye-Sensitized Solar Cells,10.3390/app10062149,Applied Sciences,MDPI AG,Manuel Meneghetti,,2076-3417,dsscs; organic dyes; winemaking lees; titania nanoparticles; circular economy,https://www.mdpi.com/2076-3417/10/6/2149,,"During the last two decades, Dye Sensitized Solar Cells (DSSCs) have received a great deal of attention as a promising, low-cost alternative to conventional silicon photovoltaic devices. Natural dye molecules can be used as a sensitizer for their low cost, good light absorbance, easy preparation process, and biodegradability. In this study, dyes were obtained from wine lees, the last by-product of winemaking process, supplied by a venetian winery (Italy). Polyphenols, like tannins and anthocyanins, which were extracted from winemaking lees, were adsorbed on a nanostructured ordered mesoporous titanium dioxide, previously treated at different temperatures (400&#8722;600 &#176;C). Both dyes and titania semiconductor samples were studied with different techniques. The tests were carried out on prototypes to evaluate the cell power and the photocurrent generated under simulated solar light irradiation. The obtained solar energy conversion efficiencies are comparable to those that were reported in literature by using organic dyes extracted from vegetables, fruits, and plants. It is significant that these dyes are largely available and cost effective, since recovered from a waste otherwise to be disposed of, opening up a perspective of feasibility for inexpensive and environmentally friendly dye solar cells to generate green electricity and transforming agri-food waste into a resource.",102266f7eb884b7dbcc72c2979d98de4
dye sensitized solar cell,2020,Sputtered and heat-treated TiO2 electrodes for dye-sensitized solar cells applications,10.1016/j.rinp.2020.103109,Results in Physics,Elsevier,Ateyyah M. AL-Baradi,2211-3797,,Sputtering method; TiO2; Dye-sensitized solar cell; Conversion efficiency,http://www.sciencedirect.com/science/article/pii/S2211379720308251,,"In this work, sputtering method has been used to deposit thin films of TiO2 to be utilized for dye-sensitized solar cells (DSSCs). The obtained TiO2 films have been annealed up to 550 °C. X-ray diffraction (XRD) results have shown that there is no change in the crystal structure upon annealing. In addition, two phases of TiO2, anatase and rutile, have been observed; however, the anatase phase is dominant, especially with annealing, and the particle size was between11.6 nm and 20 nm. The optical properties of the prepared and annealed films have been investigated using spectrophotometer. The transmittance was observed to decrease with annealing which can be attributed to the improvement of the crystalinity of the films upon annealing. The absorption and reflectance have been observed to decrease with annealing including some effects from the scattering of light in TiO2 films due to the multilayer structure. The prepared TiO2 films have been used to construct DSSCs. The I–V characteristics of these cells have shown a good performance with an increase of the efficiency from 1.24 to 1.98 for the as-deposited and annealed sample at 550 °C, respectively. Furthermore, the constructed DSSCs have exhibited stability and reproducibility over time.",0785bb109dad469fbb3d59e0d73dc7e0
dye sensitized solar cell,2020,Sintesis Grafena Oksida Tereduksi Terdoping Nitrogen Dan Sulfur Dari Amonium Tiosianat Sebagai Elektroda Lawan Pada Sistem Dye Sensitized Solar Cell (DSSC),10.20961/alchemy.16.1.34587.126-139,Alchemy,Universitas Sebelas Maret,Sayekti Wahyuningsih,1412-4092,2443-4183,amonium thiosianat; dssc; elektroda lawan; rgo-ns,https://jurnal.uns.ac.id/alchemy/article/view/34587,,"Pada penelitian ini telah berhasil disintesis komposit rGO-NS melalui pendopingan pada material berbasis grafena oksida tereduksi (rGO) dengan penambahan amonium thiosianat sebagai sumber dopan N dan S. Dopan N dan S pada rGO mempengaruhi struktur rGO yang ditunjukkan dengan pergeseran puncak difraktogram pada 2θ=24,97 (hkl 002). Spektra Fourier transform infrared (FTIR) material rGO-NS memberikan serapan puncak baru dari vibrasi C=N pada daerah 1501-1516 cm-1 dan dari vibrasi C-N serta C-S pada daerah 1130 – 1146 cm-1. Morfologi rGO-NS berupa lembaran tipis dua Dimensional (2D) bertumpuk dengan jarak antar lapis tertentu. Pengujian I-V measurement menggunakan Keithley 2602A, sistem DSSC dengan material rGO-NS digunakan sebagai bahan elektroda lawan menunjukkan efisiensi terbesar mencapai 0,1268%, dengan peningkatan efisiensi sebanyak 11,32 kali apabila dibandingkan dengan Pt.

Synthesis of Reduced Graphene Oxide doped with Nitrogen and Sulfur from Ammonium Thiocyanate as a Counter Electrode in Dye-Sensitized Solar Cell (DSSC) System. In this research, the rGO-NS composite was successfully synthesized through doping on reduced graphene oxide based-materials (rGO) with the addition of ammonium thiocyanate as nitrogen (N) and sulfur (S) source. N and S dopant influence the rGO structure indicated by the peak shifting into 2θ=24.97 (hkl 002). The Fourier transform infrared (FTIR) spectrum of material rGO-NS reveals new bands which correspond to C=N vibration within 1501 – 1516 cm-1 and C–N vibration together with C–S at area between 1130-1146 cm-1. The morphology of rGO-NS shows that the material consists of many 2 Dimensional (2D) thin layers. The current and voltage (I-V) measurement using Keithley 2602A with material rGO-NS as a counter electrode on DSSC system, demonstrates that the highest efficiency is 0.1268%. This performance is 11.32 times higher compare to the DSSC system with Pt.",0ae621db18644c6583a3d570ccf0b7ad
DSSC natural dye,2020,Recent advances in anthocyanin dyes extracted from plants for dye sensitized solar cell,10.1007/s40243-020-00183-5,Materials for Renewable and Sustainable Energy,SpringerOpen,Negese Yazie Amogne,2194-1459,2194-1467,Dye sensitized solar cell; Sensitizer; Anthocyanin dyes; Extraction; Purification; Stability of dye,http://link.springer.com/article/10.1007/s40243-020-00183-5,,"Abstract Dye-sensitized solar cells (DSSCs) are under extensive research works due to their appealing features such as low production costs. The production costs and energy conversion efficiency of DSSCs is strongly influenced by the types of dyes used to harvest photons. Natural dyes extracted from different sources are emerged as a potential candidates to synthetic photosensitizers due to their merit properties including low cost, complete biodegradability, availability and less environmental concern. In order to improve the energy conversion efficiency of natural photosensitizers, blending of different dyes, co-pigmentation of dyes, acidifying of dyes and other approaches have been conducted by researchers, resulting in appreciable performance. This paper reviews the factors affecting the stability of anthocyanin pigments and also the solvents needed for efficient extraction of anthocyanins. Moreover, the potential application of anthocyanin dyes as photosensitizers for DSSC along with the work done over the years is covered.",db4edf41efe141f4976a694270730738
